source_tileset,source_row,source_column,tile_id,match_type
TILESET - Vikings_Cove-3.png,3,12,2210,exact
TILESET - Vikings_Cove-3.png,3,13,4968,exact
TILESET - Vikings_Cove-3.png,3,14,4896,exact
TILESET - Vikings_Cove-3.png,3,15,2159,exact
TILESET - Vikings_Cove-3.png,4,0,1353,exact
TILESET - Vikings_Cove-3.png,4,1,5377,exact
TILESET - Vikings_Cove-3.png,4,2,5584,exact
TILESET - Vikings_Cove-3.png,4,3,5378,exact
TILESET - Vikings_Cove-3.png,4,4,5476,exact
TILESET - Vikings_Cove-3.png,4,5,4993,exact
TILESET - Vikings_Cove-3.png,4,6,5328,exact
TILESET - Vikings_Cove-3.png,4,7,3939,exact
TILESET - Vikings_Cove-3.png,4,8,0,exact
TILESET - Vikings_Cove-3.png,4,9,4976,exact
TILESET - Vikings_Cove-3.png,4,10,5039,exact
TILESET - Vikings_Cove-3.png,4,11,5164,exact
TILESET - Vikings_Cove-3.png,4,12,4946,exact
TILESET - Vikings_Cove-3.png,4,13,5339,exact
TILESET - Vikings_Cove-3.png,4,14,5167,exact
TILESET - Vikings_Cove-3.png,4,15,0,exact
TILESET - Vikings_Cove-3.png,5,0,3436,exact
TILESET - Vikings_Cove-3.png,5,1,3599,exact
TILESET - Vikings_Cove-3.png,5,2,4718,exact
TILESET - Vikings_Cove-3.png,5,3,560,exact
TILESET - Vikings_Cove-3.png,5,4,854,exact
TILESET - Vikings_Cove-3.png,5,5,5402,exact
TILESET - Vikings_Cove-3.png,5,6,4999,exact
TILESET - Vikings_Cove-3.png,5,7,3436,exact
TILESET - Vikings_Cove-3.png,5,8,0,exact
TILESET - Vikings_Cove-3.png,5,9,5241,exact
TILESET - Vikings_Cove-3.png,5,10,5338,exact
TILESET - Vikings_Cove-3.png,5,11,5476,exact
TILESET - Vikings_Cove-3.png,5,12,5476,exact
TILESET - Vikings_Cove-3.png,5,13,4993,exact
TILESET - Vikings_Cove-3.png,5,14,53,exact
TILESET - Vikings_Cove-3.png,5,15,0,exact
TILESET - Vikings_Cove-3.png,6,0,53,exact
TILESET - Vikings_Cove-3.png,6,1,3939,exact
TILESET - Vikings_Cove-3.png,6,2,4264,exact
TILESET - Vikings_Cove-3.png,6,3,4992,exact
TILESET - Vikings_Cove-3.png,6,4,618,exact
TILESET - Vikings_Cove-3.png,6,5,4976,exact
TILESET - Vikings_Cove-3.png,6,6,5039,exact
TILESET - Vikings_Cove-3.png,6,7,773,exact
TILESET - Vikings_Cove-3.png,6,8,2588,exact
TILESET - Vikings_Cove-3.png,6,9,3795,exact
TILESET - Vikings_Cove-3.png,6,10,4976,exact
TILESET - Vikings_Cove-3.png,6,11,5039,exact
TILESET - Vikings_Cove-3.png,6,12,5328,exact
TILESET - Vikings_Cove-3.png,6,13,773,exact
TILESET - Vikings_Cove-3.png,6,14,5378,exact
TILESET - Vikings_Cove-3.png,6,15,5476,exact
TILESET - Vikings_Cove-3.png,7,0,618,exact
TILESET - Vikings_Cove-3.png,7,1,4657,exact
TILESET - Vikings_Cove-3.png,7,2,4976,exact
TILESET - Vikings_Cove-3.png,7,3,5039,exact
TILESET - Vikings_Cove-3.png,7,4,5328,exact
TILESET - Vikings_Cove-3.png,7,5,773,exact
TILESET - Vikings_Cove-3.png,7,6,5378,exact
TILESET - Vikings_Cove-3.png,7,7,5476,exact
TILESET - Vikings_Cove-3.png,7,8,1784,exact
TILESET - Vikings_Cove-3.png,7,9,1594,exact
TILESET - Vikings_Cove-3.png,7,10,854,exact
TILESET - Vikings_Cove-3.png,7,11,1459,exact
TILESET - Vikings_Cove-3.png,7,12,152,exact
TILESET - Vikings_Cove-3.png,7,13,435,exact
TILESET - Vikings_Cove-3.png,7,14,2588,exact
TILESET - Vikings_Cove-3.png,7,15,0,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,0,0,5368,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,0,1,4993,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,0,2,2297,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,0,3,854,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,0,4,560,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,0,5,1711,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,0,6,1693,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,0,7,234,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,0,8,1695,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,0,9,359,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,0,10,4597,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,0,11,4267,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,0,12,5969,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,0,13,5292,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,0,14,1807,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,0,15,1403,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,1,0,5416,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,1,1,5418,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,1,2,5418,fuzzy
TILESET - Vikings_Cove-Inn_ItemShop.png,1,3,5419,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,1,4,5519,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,1,5,572,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,1,6,888,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,1,7,2669,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,1,8,3011,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,1,9,2789,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,1,10,1141,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,1,11,5361,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,1,12,5967,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,1,13,1312,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,1,14,859,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,1,15,2191,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,2,0,3142,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,2,1,2029,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,2,2,1416,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,2,3,1805,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,2,4,2019,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,2,5,938,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,2,6,3043,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,2,7,1863,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,2,8,583,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,2,9,5382,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,2,10,1140,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,2,11,4570,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,2,12,215,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,2,13,5202,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,2,14,5486,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,2,15,5475,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,3,0,5361,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,3,1,5125,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,3,2,5109,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,3,3,1549,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,3,4,1378,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,3,5,1716,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,3,6,1860,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,3,7,1752,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,3,8,1718,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,3,9,1878,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,3,10,53,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,3,11,958,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,3,12,1917,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,3,13,4968,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,3,14,4896,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,3,15,5969,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,4,0,374,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,4,1,5377,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,4,2,5584,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,4,3,5378,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,4,4,5476,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,4,5,4993,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,4,6,4973,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,4,7,5417,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,4,8,0,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,4,9,4976,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,4,10,5039,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,4,11,5035,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,4,12,5238,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,4,13,5360,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,4,14,5240,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,4,15,0,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,5,0,6017,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,5,1,5202,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,5,2,1140,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,5,3,1403,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,5,4,1807,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,5,5,5486,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,5,6,5475,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,5,7,6017,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,5,8,0,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,5,9,5239,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,5,10,5359,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,5,11,5476,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,5,12,5476,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,5,13,4993,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,5,14,53,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,5,15,0,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,0,53,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,1,5417,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,2,4267,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,3,4992,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,4,618,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,5,4976,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,6,5039,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,7,773,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,8,2588,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,9,2586,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,6,10,4976,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,11,5039,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,12,4973,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,13,773,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,14,5378,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,6,15,5476,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,0,618,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,1,2981,representative
TILESET - Vikings_Cove-Inn_ItemShop.png,7,2,4976,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,3,5039,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,4,4973,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,5,773,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,6,5378,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,7,5476,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,8,234,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,9,359,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,10,1807,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,11,560,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,12,152,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,13,435,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,14,2588,exact
TILESET - Vikings_Cove-Inn_ItemShop.png,7,15,0,exact
TILESET - Village_of_Gysahl-Farm.png,0,0,5708,exact
TILESET - Village_of_Gysahl-Farm.png,0,1,2730,exact
TILESET - Village_of_Gysahl-Farm.png,0,2,989,exact
TILESET - Village_of_Gysahl-Farm.png,0,3,977,exact
TILESET - Village_of_Gysahl-Farm.png,0,4,545,exact
TILESET - Village_of_Gysahl-Farm.png,0,5,1709,exact
TILESET - Village_of_Gysahl-Farm.png,0,6,678,exact
TILESET - Village_of_Gysahl-Farm.png,0,7,249,exact
TILESET - Village_of_Gysahl-Farm.png,0,8,683,exact
TILESET - Village_of_Gysahl-Farm.png,0,9,363,exact
TILESET - Village_of_Gysahl-Farm.png,0,10,4430,exact
TILESET - Village_of_Gysahl-Farm.png,0,11,4260,exact
TILESET - Village_of_Gysahl-Farm.png,0,12,5968,exact
TILESET - Village_of_Gysahl-Farm.png,0,13,3238,exact
TILESET - Village_of_Gysahl-Farm.png,0,14,2067,exact
TILESET - Village_of_Gysahl-Farm.png,0,15,1402,exact
TILESET - Village_of_Gysahl-Farm.png,1,0,2824,exact
TILESET - Village_of_Gysahl-Farm.png,1,1,5752,exact
TILESET - Village_of_Gysahl-Farm.png,1,2,5751,exact
TILESET - Village_of_Gysahl-Farm.png,1,3,5756,exact
TILESET - Village_of_Gysahl-Farm.png,1,4,3128,exact
TILESET - Village_of_Gysahl-Farm.png,1,5,573,exact
TILESET - Village_of_Gysahl-Farm.png,1,6,889,exact
TILESET - Village_of_Gysahl-Farm.png,1,7,4347,representative
TILESET - Village_of_Gysahl-Farm.png,1,8,3962,representative
TILESET - Village_of_Gysahl-Farm.png,1,9,3961,representative
TILESET - Village_of_Gysahl-Farm.png,1,10,1205,representative
TILESET - Village_of_Gysahl-Farm.png,1,11,5802,exact
TILESET - Village_of_Gysahl-Farm.png,1,12,2555,exact
TILESET - Village_of_Gysahl-Farm.png,1,13,1460,exact
TILESET - Village_of_Gysahl-Farm.png,1,14,759,exact
TILESET - Village_of_Gysahl-Farm.png,1,15,2187,exact
TILESET - Village_of_Gysahl-Farm.png,2,0,4084,representative
TILESET - Village_of_Gysahl-Farm.png,2,1,1720,exact
TILESET - Village_of_Gysahl-Farm.png,2,2,1415,exact
TILESET - Village_of_Gysahl-Farm.png,2,3,1400,exact
TILESET - Village_of_Gysahl-Farm.png,2,4,2020,exact
TILESET - Village_of_Gysahl-Farm.png,2,5,472,exact
TILESET - Village_of_Gysahl-Farm.png,2,6,3042,exact
TILESET - Village_of_Gysahl-Farm.png,2,7,1864,exact
TILESET - Village_of_Gysahl-Farm.png,2,8,847,exact
TILESET - Village_of_Gysahl-Farm.png,2,9,5801,exact
TILESET - Village_of_Gysahl-Farm.png,2,10,3975,exact
TILESET - Village_of_Gysahl-Farm.png,2,11,4787,exact
TILESET - Village_of_Gysahl-Farm.png,2,12,264,exact
TILESET - Village_of_Gysahl-Farm.png,2,13,4618,exact
TILESET - Village_of_Gysahl-Farm.png,2,14,5840,exact
TILESET - Village_of_Gysahl-Farm.png,2,15,5820,exact
TILESET - Village_of_Gysahl-Farm.png,3,0,5802,exact
TILESET - Village_of_Gysahl-Farm.png,3,1,2973,exact
TILESET - Village_of_Gysahl-Farm.png,3,2,2899,exact
TILESET - Village_of_Gysahl-Farm.png,3,3,1244,exact
TILESET - Village_of_Gysahl-Farm.png,3,4,1377,exact
TILESET - Village_of_Gysahl-Farm.png,3,5,1712,exact
TILESET - Village_of_Gysahl-Farm.png,3,6,1861,exact
TILESET - Village_of_Gysahl-Farm.png,3,7,1751,exact
TILESET - Village_of_Gysahl-Farm.png,3,8,1717,exact
TILESET - Village_of_Gysahl-Farm.png,3,9,1877,exact
TILESET - Village_of_Gysahl-Farm.png,3,10,43,exact
TILESET - Village_of_Gysahl-Farm.png,3,11,965,exact
TILESET - Village_of_Gysahl-Farm.png,3,12,1851,exact
TILESET - Village_of_Gysahl-Farm.png,3,13,5673,exact
TILESET - Village_of_Gysahl-Farm.png,3,14,2349,exact
TILESET - Village_of_Gysahl-Farm.png,3,15,5968,exact
TILESET - Village_of_Gysahl-Farm.png,4,0,295,exact
TILESET - Village_of_Gysahl-Farm.png,4,1,5732,exact
TILESET - Village_of_Gysahl-Farm.png,4,2,5773,exact
TILESET - Village_of_Gysahl-Farm.png,4,3,5760,exact
TILESET - Village_of_Gysahl-Farm.png,4,4,5708,exact
TILESET - Village_of_Gysahl-Farm.png,4,5,2730,exact
TILESET - Village_of_Gysahl-Farm.png,4,6,5719,exact
TILESET - Village_of_Gysahl-Farm.png,4,7,4069,representative
TILESET - Village_of_Gysahl-Farm.png,4,8,5516,exact
TILESET - Village_of_Gysahl-Farm.png,4,9,2407,exact
TILESET - Village_of_Gysahl-Farm.png,4,10,2886,exact
TILESET - Village_of_Gysahl-Farm.png,4,11,2963,exact
TILESET - Village_of_Gysahl-Farm.png,4,12,3077,exact
TILESET - Village_of_Gysahl-Farm.png,4,13,3133,exact
TILESET - Village_of_Gysahl-Farm.png,4,14,3136,exact
TILESET - Village_of_Gysahl-Farm.png,4,15,0,exact
TILESET - Village_of_Gysahl-Farm.png,5,0,3423,exact
TILESET - Village_of_Gysahl-Farm.png,5,1,4618,exact
TILESET - Village_of_Gysahl-Farm.png,5,2,3975,exact
TILESET - Village_of_Gysahl-Farm.png,5,3,1402,exact
TILESET - Village_of_Gysahl-Farm.png,5,4,2067,exact
TILESET - Village_of_Gysahl-Farm.png,5,5,5840,exact
TILESET - Village_of_Gysahl-Farm.png,5,6,5820,exact
TILESET - Village_of_Gysahl-Farm.png,5,7,3423,exact
TILESET - Village_of_Gysahl-Farm.png,5,8,0,exact
TILESET - Village_of_Gysahl-Farm.png,5,9,3079,exact
TILESET - Village_of_Gysahl-Farm.png,5,10,3139,exact
TILESET - Village_of_Gysahl-Farm.png,5,11,5708,exact
TILESET - Village_of_Gysahl-Farm.png,5,12,5708,exact
TILESET - Village_of_Gysahl-Farm.png,5,13,2730,exact
TILESET - Village_of_Gysahl-Farm.png,5,14,43,exact
TILESET - Village_of_Gysahl-Farm.png,5,15,0,exact
TILESET - Village_of_Gysahl-Farm.png,6,0,43,exact
TILESET - Village_of_Gysahl-Farm.png,6,1,4069,exact
TILESET - Village_of_Gysahl-Farm.png,6,2,4260,exact
TILESET - Village_of_Gysahl-Farm.png,6,3,2734,exact
TILESET - Village_of_Gysahl-Farm.png,6,4,619,exact
TILESET - Village_of_Gysahl-Farm.png,6,5,2407,exact
TILESET - Village_of_Gysahl-Farm.png,6,6,2886,exact
TILESET - Village_of_Gysahl-Farm.png,6,7,914,exact
TILESET - Village_of_Gysahl-Farm.png,6,8,5981,exact
TILESET - Village_of_Gysahl-Farm.png,6,9,3640,exact
TILESET - Village_of_Gysahl-Farm.png,6,10,2407,exact
TILESET - Village_of_Gysahl-Farm.png,6,11,2886,exact
TILESET - Village_of_Gysahl-Farm.png,6,12,5719,exact
TILESET - Village_of_Gysahl-Farm.png,6,13,914,exact
TILESET - Village_of_Gysahl-Farm.png,6,14,5760,exact
TILESET - Village_of_Gysahl-Farm.png,6,15,5708,exact
TILESET - Village_of_Gysahl-Farm.png,7,0,619,exact
TILESET - Village_of_Gysahl-Farm.png,7,1,4659,exact
TILESET - Village_of_Gysahl-Farm.png,7,2,2407,exact
TILESET - Village_of_Gysahl-Farm.png,7,3,2886,exact
TILESET - Village_of_Gysahl-Farm.png,7,4,5719,exact
TILESET - Village_of_Gysahl-Farm.png,7,5,914,exact
TILESET - Village_of_Gysahl-Farm.png,7,6,5760,exact
TILESET - Village_of_Gysahl-Farm.png,7,7,5708,exact
TILESET - Village_of_Gysahl-Farm.png,7,8,249,exact
TILESET - Village_of_Gysahl-Farm.png,7,9,363,exact
TILESET - Village_of_Gysahl-Farm.png,7,10,2067,exact
TILESET - Village_of_Gysahl-Farm.png,7,11,545,exact
TILESET - Village_of_Gysahl-Farm.png,7,12,161,exact
TILESET - Village_of_Gysahl-Farm.png,7,13,501,exact
TILESET - Village_of_Gysahl-Farm.png,7,14,5981,exact
TILESET - Village_of_Gysahl-Farm.png,7,15,0,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,0,5708,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,1,2730,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,2,2341,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,3,2338,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,4,1974,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,5,1708,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,6,2079,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,7,1691,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,8,2081,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,9,1854,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,10,4430,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,11,4260,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,12,5968,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,13,3238,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,14,2066,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,0,15,1820,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,0,2824,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,1,5752,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,2,5751,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,3,5756,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,4,3128,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,5,574,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,6,891,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,7,4347,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,8,3962,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,9,3961,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,10,1205,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,11,5802,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,12,2555,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,13,1637,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,14,856,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,1,15,2326,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,0,4084,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,1,1749,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,2,1766,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,3,1890,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,4,2288,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,5,478,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,6,3175,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,7,2103,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,8,2248,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,9,5801,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,10,3975,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,11,4787,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,12,275,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,13,4618,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,14,5840,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,15,5820,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,0,5802,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,1,2973,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,2,2899,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,3,1258,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,4,1379,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,5,1714,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,6,1940,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,7,1418,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,8,1750,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,9,1880,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,10,43,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,11,971,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,12,1918,representative
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,13,5673,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,14,2349,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,15,5968,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,0,300,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,1,5732,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,2,5773,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,3,5760,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,4,5708,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,5,2730,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,6,5719,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,7,4069,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,8,5516,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,9,2407,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,10,2886,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,11,2963,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,12,3077,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,13,3133,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,14,3136,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,4,15,0,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,5,0,3423,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,5,1,4618,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,5,2,3975,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,5,3,1820,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,5,4,2066,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,5,5,5840,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,5,6,5820,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,5,7,3423,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,5,8,0,exact
TILESET - Village_of_Gysahl-Inn_ItemShop.png,5,9,3079,exact
